{0}	{0}	{0}	{0}	{0}	{0}	{0}	{0}	0	1	3	
{3}	{3}	{1}	{2}	{0}	{1}	{1}	{5}	2	4	8	
{3}	{3}	{1}	{2}	{0}	{2}	{0, 1, 2, 3}	{5}	2	5	10	
{3}	{3}	{1}	{2}	{0}	{3}	{1}	{5}	2	5	10	
{4}	{4}	{2}	{2}	{0}	{0}	{1}	{0, 1, 2, 3, 4, 5}	1	3	6	
{4}	{4}	{2}	{2}	{0}	{1}	{1}	{5}	1	2	4	
{4}	{4}	{2}	{2}	{0}	{2}	{1}	{5}	3	7	14	
{4}	{4}	{2}	{2}	{0}	{3}	{1}	{5}	3	6	12	
{5}	{4}	{3}	{1}	{0}	{0}	{1}	{5}	1	2	4	
{5}	{4}	{3}	{1}	{0}	{1}	{0, 1, 2, 3}	{5}	1	2	4	
{5}	{4}	{3}	{1}	{0}	{2}	{1}	{5}	1	2	4	
{5}	{4}	{3}	{1}	{0}	{3}	{1}	{5}	1	2	4	
{5}	{5}	{4}	{3}	{1}	{0}	{1}	{5}	0	0	1	
{5}	{5}	{4}	{3}	{1}	{1}	{1}	{5}	0	0	1	
{5}	{5}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{2}	{1}	{5}	0	0	1	
{5}	{5}	{4}	{3}	{1}	{3}	{1}	{5}	0	0	1	
{6}	{6}	{5}	{3}	{1}	{0}	{1}	{5}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{1}	{1}	{5}	0	0	1	
{6}	{6}	{5}	{3}	{1}	{2}	{1}	{5}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{3}	{1}	{5}	0	0	1	
{7}	{7}	{0}	{3}	{1}	{0}	{1}	{5}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{1}	{1}	{0, 1, 2, 3, 4, 5}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{2}	{1}	{5}	0	0	0	
{7}	{7}	{0}	{3}	{0, 1}	{3}	{1}	{5}	0	0	0	
{7}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{0}	{0, 1, 2, 3}	{5}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{0, 1, 2, 3}	{1}	{5}	0	0	0	
{7}	{8}	{1}	{0, 1, 2, 3}	{1}	{2}	{1}	{5}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{3}	{1}	{5}	0	0	0	
{8}	{9}	{2}	{3}	{1}	{0}	{1}	{5}	0	1	3	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{9}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{1}	{1}	{5}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{2}	{1}	{5}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{3}	{1}	{5}	0	1	3	
{8}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{6}	{3}	{1}	{0}	{1}	{5}	0	0	0	
{8}	{9}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{1}	{1}	{5}	0	0	1	
{8}	{9}	{6}	{3}	{1}	{2}	{1}	{5}	0	0	1	
{8}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{6}	{3}	{1}	{3}	{1}	{5}	0	0	0	
{0}	{0}	{0}	{0}	{0}	{0}	{2}	{1}	2	5	11	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{0}	{0}	{0}	{0}	{1}	{2}	{1}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{2}	{2}	{1}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{3}	{2}	{1}	2	5	11	
{1}	{1}	{1}	{1}	{0}	{0}	{2}	{1}	1	3	6	
{1}	{1}	{1}	{1}	{0}	{1}	{2}	{0, 1, 2, 3, 4, 5}	1	2	4	
{1}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{1}	{1}	{0}	{2}	{2}	{1}	1	2	5	
{1}	{1}	{1}	{1}	{0}	{3}	{2}	{1}	1	3	7	
{2}	{2}	{0}	{2}	{0}	{0}	{2}	{1}	1	2	4	
{2}	{2}	{0}	{2}	{0}	{1}	{2}	{1}	2	5	10	
{2}	{2}	{0}	{2}	{0}	{2}	{2}	{1}	2	5	11	
{2}	{2}	{0}	{2}	{0}	{3}	{2}	{1}	1	2	4	
{3}	{3}	{1}	{2}	{0}	{0}	{2}	{1}	2	5	11	
{3}	{3}	{1}	{2}	{0}	{1}	{2}	{1}	2	5	10	
{3}	{3}	{1}	{2}	{0}	{2}	{2}	{1}	2	5	10	
{3}	{3}	{1}	{2}	{0}	{3}	{2}	{1}	1	2	5	
{4}	{4}	{2}	{0, 1, 2, 3}	{0}	{0}	{2}	{1}	3	7	14	
{4}	{4}	{2}	{2}	{0}	{1}	{2}	{1}	1	3	7	
{4}	{4}	{2}	{2}	{0}	{2}	{2}	{1}	1	3	7	
{4}	{4}	{2}	{2}	{0}	{3}	{2}	{1}	3	7	15	
{5}	{4}	{3}	{1}	{0}	{0}	{2}	{1}	1	3	7	
{5}	{4}	{3}	{1}	{0, 1}	{1}	{2}	{1}	1	3	7	
{5}	{4}	{3}	{1}	{0}	{2}	{2}	{1}	1	3	7	
{5}	{4}	{3}	{1}	{0}	{0, 1, 2, 3}	{2}	{1}	1	3	7	
{5}	{5}	{4}	{3}	{1}	{0}	{2}	{1}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{1}	{2}	{1}	0	0	0	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{5}	{4}	{3}	{1}	{2}	{2}	{1}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{3}	{2}	{1}	0	0	0	
{6}	{6}	{5}	{3}	{0, 1}	{0}	{2}	{1}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{1}	{2}	{1}	0	0	0	
{6}	{6}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{2}	{2}	{1}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{3}	{2}	{1}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{0}	{2}	{1}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{1}	{2}	{1}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{2}	{2}	{1}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{3}	{2}	{1}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{0}	{2}	{1}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{1}	{2}	{1}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{2}	{2}	{1}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{3}	{2}	{1}	0	0	0	
{8}	{9}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{0}	{2}	{1}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{1}	{2}	{0, 1, 2, 3, 4, 5}	0	1	3	
{8}	{9}	{2}	{3}	{0, 1}	{2}	{2}	{0, 1, 2, 3, 4, 5}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{3}	{2}	{1}	0	1	3	
{8}	{9}	{6}	{3}	{1}	{0}	{2}	{1}	0	0	0	
{8}	{9}	{6}	{3}	{1}	{1}	{2}	{1}	0	0	0	
{8}	{9}	{6}	{3}	{1}	{2}	{2}	{1}	0	0	0	
{8}	{9}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{3}	{2}	{1}	0	0	0	
{0}	{0}	{0}	{0}	{0}	{0, 1, 2, 3}	{2}	{2}	2	5	11	
{0}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0}	{0}	{0}	{1}	{2}	{2}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{2}	{2}	{2}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{0, 1, 2, 3}	{2}	{0, 1, 2, 3, 4, 5}	2	5	11	
{1}	{1}	{1}	{1}	{0}	{0}	{2}	{2}	1	3	6	
{1}	{1}	{1}	{1}	{0}	{1}	{2}	{2}	1	2	5	
{1}	{1}	{1}	{1}	{0}	{2}	{2}	{2}	1	2	5	
{1}	{1}	{1}	{1}	{0}	{3}	{2}	{2}	1	3	7	
{2}	{2}	{0}	{2}	{0, 1}	{0}	{2}	{2}	1	2	4	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{2}	{0}	{2}	{0}	{1}	{2}	{2}	2	5	10	
{2}	{2}	{0, 1, 2, 3, 4, 5, 6}	{2}	{0}	{2}	{2}	{2}	2	5	11	
{2}	{2}	{0}	{2}	{0}	{3}	{2}	{2}	1	2	4	
{3}	{3}	{1}	{2}	{0}	{0}	{0, 1, 2, 3}	{0, 1, 2, 3, 4, 5}	2	5	10	
{3}	{3}	{1}	{2}	{0}	{1}	{2}	{2}	2	4	8	
{3}	{3}	{1}	{2}	{0}	{2}	{2}	{2}	2	4	8	
{3}	{3}	{1}	{2}	{0}	{3}	{2}	{2}	2	5	11	
{4}	{4}	{2}	{2}	{0}	{0, 1, 2, 3}	{2}	{2}	3	7	14	
{4}	{4}	{2}	{2}	{0}	{1}	{2}	{2}	1	3	7	
{4}	{4}	{2}	{2}	{0}	{2}	{2}	{2}	1	3	7	
{4}	{4}	{2}	{2}	{0}	{3}	{2}	{2}	3	7	15	
{5}	{4}	{3}	{1}	{0}	{0}	{2}	{2}	1	3	7	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{3}	{1}	{0}	{1}	{2}	{2}	1	3	7	
{5}	{4}	{3}	{1}	{0, 1}	{2}	{2}	{2}	1	3	7	
{5}	{4}	{3}	{1}	{0}	{3}	{2}	{2}	1	3	7	
{5}	{5}	{4}	{3}	{1}	{0}	{2}	{2}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{1}	{2}	{2}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{2}	{2}	{2}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{3}	{2}	{2}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{0}	{2}	{0, 1, 2, 3, 4, 5}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{1}	{2}	{2}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{2}	{2}	{2}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{3}	{2}	{2}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{0}	{2}	{2}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{1}	{2}	{2}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{2}	{2}	{2}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{3}	{2}	{2}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{0}	{2}	{2}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{1}	{2}	{2}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{2}	{2}	{2}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{3}	{2}	{2}	0	0	0	
{8}	{9}	{2}	{3}	{1}	{0}	{2}	{2}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{1}	{2}	{2}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{2}	{2}	{2}	0	1	3	
{8}	{9}	{2}	{0, 1, 2, 3}	{1}	{3}	{2}	{2}	0	1	3	
{8}	{9}	{6}	{3}	{1}	{0}	{2}	{2}	0	0	0	
{8}	{9}	{6}	{3}	{1}	{1}	{2}	{2}	0	0	0	
{8}	{9}	{6}	{3}	{1}	{2}	{2}	{2}	0	0	0	
{8}	{9}	{6}	{3}	{1}	{3}	{2}	{2}	0	0	0	
{0}	{0}	{0}	{0}	{0}	{0}	{2}	{3}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{1}	{2}	{3}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{2}	{2}	{3}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{3}	{0, 1, 2, 3}	{3}	2	5	11	
{1}	{1}	{1}	{0, 1, 2, 3}	{0}	{0}	{2}	{3}	1	3	6	
{1}	{1}	{1}	{1}	{0}	{1}	{2}	{3}	1	3	6	
{1}	{1}	{1}	{1}	{0}	{2}	{2}	{3}	1	2	5	
{1}	{1}	{1}	{1}	{0}	{3}	{2}	{3}	1	2	5	
{2}	{2}	{0}	{2}	{0}	{0}	{2}	{3}	1	2	4	
{2}	{2}	{0}	{2}	{0}	{1}	{2}	{3}	1	2	5	
{2}	{2}	{0}	{2}	{0}	{0, 1, 2, 3}	{2}	{3}	2	5	10	
{2}	{2}	{0}	{2}	{0}	{3}	{2}	{3}	2	5	11	
{3}	{3}	{1}	{2}	{0}	{0}	{2}	{3}	2	5	10	
{3}	{3}	{1}	{2}	{0}	{1}	{2}	{3}	2	5	10	
{3}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{1}	{2}	{0}	{2}	{2}	{3}	2	4	8	
{3}	{3}	{1}	{2}	{0}	{3}	{2}	{3}	2	4	8	
{4}	{4}	{2}	{2}	{0}	{0}	{2}	{3}	3	7	15	
{4}	{4}	{2}	{2}	{0}	{1}	{2}	{3}	3	7	14	
{4}	{4}	{2}	{2}	{0}	{2}	{2}	{3}	1	3	7	
{4}	{4}	{2}	{2}	{0}	{0, 1, 2, 3}	{2}	{3}	1	3	7	
{5}	{4}	{3}	{1}	{0}	{0}	{2}	{3}	1	3	6	
{5}	{4}	{0, 1, 2, 3, 4, 5, 6}	{1}	{0}	{1}	{2}	{3}	1	3	6	
{5}	{4}	{3}	{1}	{0}	{0, 1, 2, 3}	{2}	{3}	1	3	7	
{5}	{4}	{3}	{1}	{0}	{3}	{2}	{3}	1	3	7	
{5}	{5}	{4}	{3}	{1}	{0}	{2}	{3}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{1}	{2}	{3}	0	0	1	
{5}	{5}	{4}	{3}	{1}	{2}	{2}	{3}	0	0	0	
{5}	{5}	{4}	{3}	{0, 1}	{3}	{2}	{3}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{0}	{2}	{3}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{1}	{2}	{3}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{2}	{2}	{3}	0	0	0	
{6}	{6}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{3}	{2}	{3}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{0}	{2}	{3}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{1}	{2}	{3}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{2}	{2}	{3}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{3}	{2}	{3}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{0}	{2}	{3}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{1}	{2}	{3}	0	0	0	
{7}	{8}	{1}	{0, 1, 2, 3}	{1}	{2}	{2}	{3}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{3}	{2}	{3}	0	0	0	
{8}	{9}	{2}	{3}	{1}	{0}	{2}	{3}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{0, 1, 2, 3}	{2}	{3}	0	1	3	
{8}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{2}	{2}	{3}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{3}	{2}	{3}	0	1	3	
{8}	{9}	{6}	{3}	{1}	{0}	{2}	{3}	0	0	0	
{8}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{6}	{3}	{1}	{1}	{2}	{3}	0	0	0	
{8}	{9}	{6}	{3}	{1}	{2}	{2}	{3}	0	0	0	
{8}	{9}	{6}	{3}	{1}	{3}	{2}	{3}	0	0	0	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{0}	{0}	{0}	{0}	{0}	{2}	{4}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{1}	{2}	{4}	2	5	11	
{0}	{0}	{0, 1, 2, 3, 4, 5, 6}	{0}	{0}	{2}	{2}	{4}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{3}	{2}	{4}	2	5	11	
{1}	{1}	{1}	{1}	{0}	{0}	{2}	{4}	1	2	5	
{1}	{1}	{1}	{1}	{0}	{1}	{2}	{4}	1	3	7	
{1}	{1}	{1}	{1}	{0}	{2}	{2}	{4}	1	3	6	
{1}	{1}	{1}	{1}	{0}	{3}	{2}	{4}	1	2	4	
{2}	{2}	{0}	{2}	{0}	{0, 1, 2, 3}	{0, 1, 2, 3}	{4}	2	5	11	
{2}	{2}	{0}	{2}	{0}	{1}	{2}	{4}	1	2	4	
{2}	{2}	{0}	{2}	{0}	{2}	{2}	{4}	1	2	4	
{2}	{2}	{0}	{2}	{0}	{3}	{2}	{4}	2	5	10	
{3}	{3}	{1}	{2}	{0}	{0}	{2}	{4}	2	4	8	
{3}	{3}	{1}	{2}	{0}	{1}	{2}	{4}	2	5	11	
{3}	{3}	{1}	{2}	{0}	{2}	{2}	{4}	2	5	10	
{3}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{1}	{2}	{0}	{3}	{2}	{4}	2	5	10	
{4}	{4}	{2}	{2}	{0}	{0}	{2}	{4}	1	3	6	
{4}	{4}	{2}	{2}	{0, 1}	{1}	{2}	{4}	3	7	15	
{4}	{4}	{2}	{2}	{0}	{2}	{2}	{4}	3	7	14	
{4}	{4}	{2}	{2}	{0}	{3}	{2}	{4}	1	3	7	
{5}	{4}	{3}	{1}	{0}	{0}	{2}	{4}	1	3	7	
{5}	{4}	{3}	{1}	{0, 1}	{1}	{2}	{4}	1	3	7	
{5}	{4}	{3}	{1}	{0}	{2}	{0, 1, 2, 3}	{4}	1	3	7	
{5}	{4}	{3}	{1}	{0}	{3}	{2}	{4}	1	3	7	
{5}	{5}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{0}	{2}	{4}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{1}	{2}	{4}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{2}	{2}	{4}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{3}	{2}	{4}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{0}	{2}	{4}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{1}	{2}	{4}	0	0	0	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{6}	{5}	{3}	{1}	{2}	{2}	{4}	0	0	0	
{6}	{6}	{5}	{3}	{1}	{3}	{2}	{4}	0	0	0	
{7}	{7}	{0}	{3}	{0, 1}	{0}	{2}	{4}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{1}	{2}	{4}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{2}	{2}	{4}	0	0	0	
{7}	{7}	{0}	{3}	{1}	{3}	{2}	{4}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{0}	{2}	{4}	0	0	0	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{8}	{1}	{3}	{1}	{1}	{2}	{4}	0	0	0	
{7}	{8}	{1}	{3}	{1}	{2}	{0, 1, 2, 3}	{4}	0	0	0	
{7}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{1}	{3}	{1}	{3}	{2}	{4}	0	0	0	
{8}	{9}	{2}	{3}	{1}	{0}	{2}	{4}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{1}	{2}	{4}	0	1	3	
{8}	{9}	{2}	{3}	{1}	{2}	{0, 1, 2, 3}	{4}	0	1	3	
{8}	{9}	{2}	{3}	{0, 1}	{3}	{2}	{4}	0	1	3	
{8}	{9}	{6}	{3}	{1}	{0}	{2}	{4}	0	0	0	
{8}	{9}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{0, 1, 2, 3}	{2}	{4}	0	0	0	
{8}	{9}	{6}	{3}	{1}	{2}	{0, 1, 2, 3}	{4}	0	0	0	
{8}	{9}	{6}	{3}	{1}	{3}	{2}	{4}	0	0	0	
{0}	{0}	{0}	{0}	{0}	{0}	{2}	{5}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{1}	{2}	{5}	2	5	11	
{0}	{0}	{0}	{0, 1, 2, 3}	{0}	{2}	{2}	{5}	2	5	11	
{0}	{0}	{0}	{0}	{0}	{3}	{2}	{5}	2	5	11	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{1}	{1}	{1}	{0}	{0}	{2}	{5}	1	2	5	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{1}	{1}	{1}	{0}	{1}	{2}	{5}	1	2	5	
{1}	{1}	{1}	{1}	{0}	{2}	{2}	{5}	1	3	7	
{1}	{1}	{1}	{1}	{0}	{3}	{0, 1, 2, 3}	{5}	1	3	6	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{2}	{0}	{2}	{0}	{0}	{0, 1, 2, 3}	{5}	2	5	10	
{2}	{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}	{0}	{2}	{0}	{1}	{2}	{5}	2	5	11	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{2}	{0}	{2}	{0}	{2}	{2}	{5}	1	2	4	
{2}	{2}	{0, 1, 2, 3, 4, 5, 6}	{2}	{0}	{3}	{2}	{5}	1	2	4	
{3}	{3}	{1}	{2}	{0}	{0}	{2}	{5}	2	4	8	
{3}	{3}	{1}	{2}	{0}	{1}	{2}	{0, 1, 2, 3, 4, 5}	2	4	8	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{3}	{1}	{2}	{0}	{2}	{2}	{5}	2	5	11	
{3}	{3}	{1}	{2}	{0}	{3}	{2}	{0, 1, 2, 3, 4, 5}	2	5	10	
{4}	{4}	{2}	{2}	{0}	{0}	{0, 1, 2, 3}	{5}	1	3	7	
{4}	{4}	{2}	{2}	{0}	{1}	{2}	{5}	1	3	7	
{4}	{4}	{2}	{2}	{0}	{2}	{2}	{5}	3	7	15	
{4}	{4}	{2}	{2}	{0, 1}	{3}	{0, 1, 2, 3}	{5}	3	7	14	
{5}	{4}	{3}	{1}	{0}	{0}	{2}	{5}	1	3	7	
{5}	{4}	{3}	{1}	{0}	{1}	{0, 1, 2, 3}	{5}	1	3	7	
{5}	{4}	{3}	{0, 1, 2, 3}	{0}	{2}	{2}	{5}	1	3	6	
{5}	{4}	{3}	{1}	{0}	{3}	{0, 1, 2, 3}	{5}	1	3	6	
{5}	{5}	{4}	{3}	{0, 1}	{0}	{2}	{5}	0	0	0	
{0, 1, 2, 3, 4, 5, 6, 7, 8}	{5}	{0, 1, 2, 3, 4, 5, 6}	{3}	{1}	{1}	{2}	{5}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{2}	{2}	{0, 1, 2, 3, 4, 5}	0	0	0	
{5}	{5}	{4}	{3}	{1}	{3}	{2}	{5}	0	0	1	
